File Name,Detected Extension,Full Path,Magic Bytes (First 50 Bytes - Hex)
File211,ZIP,E:\Users\dchoi\Documents\File\File211,504b0304140006000800000021003bf479e32e030000b810000014000000786c2f70726573656e746174696f6e2e786d6cec
File023,MP3,E:\Users\dchoi\Documents\File\File023,49443300010100000008001000ffff0800000100000000000040000000000000000000000000000000000000000000000000
File063,MP3,E:\Users\dchoi\Documents\File\File063,494433312e340d258084888c9094989ca0a4a8acb0b4b8bcc0c4c8ccd0d4d8dce0e4e8ecf0f4f8fc0d0d312030206f626a0d
File079,MP3,E:\Users\dchoi\Documents\File\File079,fffb90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File148,MP3,E:\Users\dchoi\Documents\File\File148,fffb90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File001,EXE,E:\Users\dchoi\Documents\File\File001,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File005,EXE,E:\Users\dchoi\Documents\File\File005,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File024,EXE,E:\Users\dchoi\Documents\File\File024,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File025,EXE,E:\Users\dchoi\Documents\File\File025,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File027,EXE,E:\Users\dchoi\Documents\File\File027,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File042,EXE,E:\Users\dchoi\Documents\File\File042,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File046,EXE,E:\Users\dchoi\Documents\File\File046,4d5a00010100000008001000ffff080000010000000000004000000000000000000000000000000000000000000000000000
File047,EXE,E:\Users\dchoi\Documents\File\File047,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File051,EXE,E:\Users\dchoi\Documents\File\File051,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File060,EXE,E:\Users\dchoi\Documents\File\File060,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File062,EXE,E:\Users\dchoi\Documents\File\File062,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File067,EXE,E:\Users\dchoi\Documents\File\File067,4d5a93000300000020000000ffff070000016540000000004000000001000000000000000000000000000000000000000000
File071,EXE,E:\Users\dchoi\Documents\File\File071,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File075,EXE,E:\Users\dchoi\Documents\File\File075,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File080,EXE,E:\Users\dchoi\Documents\File\File080,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File081,EXE,E:\Users\dchoi\Documents\File\File081,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File092,EXE,E:\Users\dchoi\Documents\File\File092,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File095,EXE,E:\Users\dchoi\Documents\File\File095,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File101,EXE,E:\Users\dchoi\Documents\File\File101,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File115,EXE,E:\Users\dchoi\Documents\File\File115,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File118,EXE,E:\Users\dchoi\Documents\File\File118,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File141,EXE,E:\Users\dchoi\Documents\File\File141,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File146,EXE,E:\Users\dchoi\Documents\File\File146,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File155,EXE,E:\Users\dchoi\Documents\File\File155,4d5a50000200000004000f00ffff0000b80000000000000040001a0000000000000000000000000000000000000000000000
File159,EXE,E:\Users\dchoi\Documents\File\File159,4d5a8b000300000020000000ffff070000016540000000004000000001000000000000000000000000000000000000000000
File160,EXE,E:\Users\dchoi\Documents\File\File160,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File164,EXE,E:\Users\dchoi\Documents\File\File164,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File166,EXE,E:\Users\dchoi\Documents\File\File166,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File173,EXE,E:\Users\dchoi\Documents\File\File173,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File176,EXE,E:\Users\dchoi\Documents\File\File176,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File177,EXE,E:\Users\dchoi\Documents\File\File177,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File180,EXE,E:\Users\dchoi\Documents\File\File180,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File200,EXE,E:\Users\dchoi\Documents\File\File200,4d5a0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd59b36449921e887daa6a76
File201,EXE,E:\Users\dchoi\Documents\File\File201,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File207,EXE,E:\Users\dchoi\Documents\File\File207,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File213,EXE,E:\Users\dchoi\Documents\File\File213,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000
File102,RIFF,E:\Users\dchoi\Documents\File\File102,52494646574156452d312e360d25e2e3cfd30d0a35392030206f626a203c3c2f4c696e656172697a656420312f4c20313936
File109,RIFF,E:\Users\dchoi\Documents\File\File109,52494646574156452d312e330a25e2e3cfd30a312030206f626a0a3c3c0a2f54797065202f50616765730a2f436f756e7420
File002,PS_I_UTF8,E:\Users\dchoi\Documents\File\File002,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73205a6f6f6d0a2e4445534352495054494f4e0a095468697320
File013,PS_I_UTF8,E:\Users\dchoi\Documents\File\File013,efbbbf3c230a2e53594e4f505349530a095072696e747320746865204d443520636865636b73756d206f6620612066696c65
File039,PS_I_UTF8,E:\Users\dchoi\Documents\File\File039,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320446973636f72640a2e4445534352495054494f4e0a095468
File048,PS_I_UTF8,E:\Users\dchoi\Documents\File\File048,efbbbf3c230a2e53594e4f505349530a095072696e74732074686520534841312068617368206f6620612066696c650a2e44
File049,PS_I_UTF8,E:\Users\dchoi\Documents\File\File049,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320626173696320617070730a2e4445534352495054494f4e0a
File054,PS_I_UTF8,E:\Users\dchoi\Documents\File\File054,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732047697420666f722057696e646f77730a2e44455343524950
File057,PS_I_UTF8,E:\Users\dchoi\Documents\File\File057,efbbbf3c230a2e53594e4f505349530a09456e61626c65732074686520676f64206d6f64650a2e4445534352495054494f4e
File077,PS_I_UTF8,E:\Users\dchoi\Documents\File\File077,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204368726f6d650a2e4445534352495054494f4e0a09546869
File119,PS_I_UTF8,E:\Users\dchoi\Documents\File\File119,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320547769747465720a2e4445534352495054494f4e0a095468
File120,PS_I_UTF8,E:\Users\dchoi\Documents\File\File120,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73205468756e646572626972640a2e4445534352495054494f4e
File158,PS_I_UTF8,E:\Users\dchoi\Documents\File\File158,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732053706f746966790a2e4445534352495054494f4e0a095468
File165,PS_I_UTF8,E:\Users\dchoi\Documents\File\File165,efbbbf3c230d0a2e53594e4f505349530d0a2020202020202020496e7374616c6c732043686f636f6c6174657920286e6565
File169,PS_I_UTF8,E:\Users\dchoi\Documents\File\File169,efbbbf3c230a2e53594e4f505349530a095072696e747320746865205348413531322068617368206f6620612066696c650a
File175,PS_I_UTF8,E:\Users\dchoi\Documents\File\File175,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320564c430a2e4445534352495054494f4e0a09546869732050
File178,PS_I_UTF8,E:\Users\dchoi\Documents\File\File178,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204e6574666c69780a2e4445534352495054494f4e0a095468
File203,PS_I_UTF8,E:\Users\dchoi\Documents\File\File203,efbbbf3c230a2e53594e4f505349530a095072696e747320746865205348413235362068617368206f6620612066696c650a
File204,PS_I_UTF8,E:\Users\dchoi\Documents\File\File204,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c73204f42532053747564696f20286e656564732061646d696e20
File215,PS_I_UTF8,E:\Users\dchoi\Documents\File\File215,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732056697375616c2053747564696f20436f64650a2e44455343
File216,PS_I_UTF8,E:\Users\dchoi\Documents\File\File216,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732047697420457874656e73696f6e730a2e4445534352495054
File004,BAT,E:\Users\dchoi\Documents\File\File004,406563686f206f66660d0a736574202f61206c696e653d2572616e646f6d252025252035202b20310d0a666f72202f662022
File015,BAT,E:\Users\dchoi\Documents\File\File015,406563686f206f66660d0a736574202f6120636f756e743d2572616e646f6d25202525203230202b20310d0a6563686f2047
File016,BAT,E:\Users\dchoi\Documents\File\File016,406563686f206f66660d0a736574202f61206865783d2572616e646f6d25202525203235350d0a736574202f612068657832
File028,BAT,E:\Users\dchoi\Documents\File\File028,406563686f206f66660d0a736574202f6120646965313d2572616e646f6d252025252036202b20310d0a736574202f612064
File029,BAT,E:\Users\dchoi\Documents\File\File029,406563686f206f66660d0a666f72202f662022746f6b656e733d312d342064656c696d733d2f20222025256120696e202822
File034,BAT,E:\Users\dchoi\Documents\File\File034,406563686f206f66660d0a736574202f61206e756d3d2572616e646f6d252025252031303030300d0a6563686f20596f7572
File040,BAT,E:\Users\dchoi\Documents\File\File040,406563686f206f66660d0a73657420696e7075743d68656c6c6f0d0a7365742072657665727365643d0d0a666f72202f6c20
File044,BAT,E:\Users\dchoi\Documents\File\File044,406563686f206f66660d0a7365746c6f63616c20656e61626c6564656c61796564657870616e73696f6e0d0a73657420776f
File050,BAT,E:\Users\dchoi\Documents\File\File050,406563686f206f66660d0a736574202f6120636f6c6f723d2572616e646f6d252025252031360d0a636f6c6f722025636f6c
File061,BAT,E:\Users\dchoi\Documents\File\File061,406563686f206f66660d0a736574202f612064656c61793d2572616e646f6d252025252035202b20310d0a74696d656f7574
File082,BAT,E:\Users\dchoi\Documents\File\File082,406563686f206f66660d0a7365742070617468733d433a5c57696e646f77735c20433a5c55736572735c20433a5c50726f67
File083,BAT,E:\Users\dchoi\Documents\File\File083,406563686f206f66660d0a736574202f61206e756d3d2572616e646f6d25202525203236202b2036350d0a666f72202f6620
File088,BAT,E:\Users\dchoi\Documents\File\File088,406563686f206f66660d0a666f72202f6c2025256920696e2028312c312c33322920646f20280d0a20202020736574202f61
File112,BAT,E:\Users\dchoi\Documents\File\File112,406563686f206f66660d0a6563686f2052616e646f6d20537472696e673a202572616e646f6d250d0a
File128,BAT,E:\Users\dchoi\Documents\File\File128,406563686f206f66660d0a736574202f6120636f64653d2572616e646f6d25202525203235350d0a6563686f204578697469
File139,BAT,E:\Users\dchoi\Documents\File\File139,406563686f206f66660d0a7365742073656e74656e6365733d48656c6c6f7c486f772061726520796f753f7c4e6963652077
File147,BAT,E:\Users\dchoi\Documents\File\File147,406563686f206f66660d0a736574206d6573736167653d4c6f6164696e672072616e646f6d20746578742e2e2e0d0a666f72
File174,BAT,E:\Users\dchoi\Documents\File\File174,406563686f206f66660d0a736574202f6120613d2572616e646f6d25202525203130300d0a736574202f6120623d2572616e
File212,BAT,E:\Users\dchoi\Documents\File\File212,406563686f206f66660d0a736574206164766963653d5374617920706f7369746976652e7c54616b6520627265616b732e7c
File220,BAT,E:\Users\dchoi\Documents\File\File220,406563686f206f66660d0a73657420776f72643d68656c6c6f0d0a73657420736372616d626c65643d0d0a666f72202f6c20
File033,CD00,E:\Users\dchoi\Documents\File\File033,4344303014000600080000002100aaf758a47901000014060000130008025b436f6e74656e745f54797065735d2e786d6c20
File055,CD00,E:\Users\dchoi\Documents\File\File055,4344303014000600080000002100a990c0ad7b030000d3100000140000007070742f70726573656e746174696f6e2e786d6c
File195,CD00,E:\Users\dchoi\Documents\File\File195,4344303014000600080000002100714b4e1205020000ec0c00001300cd015b436f6e74656e745f54797065735d2e786d6c20
File003,TXT_ASCII,E:\Users\dchoi\Documents\File\File003,436f7079726967687420286329205b796561725d205b66756c6c6e616d655d0d0a0d0a54686520556e6976657273616c2050
File021,TXT_ASCII,E:\Users\dchoi\Documents\File\File021,2020202020202020202020202020202020202020474e552041464645524f2047454e4552414c205055424c4943204c494345
File026,TXT_ASCII,E:\Users\dchoi\Documents\File\File026,2020202020202020202020202020202020202020474e552047454e4552414c205055424c4943204c4943454e53450d0a2020
File064,TXT_ASCII,E:\Users\dchoi\Documents\File\File064,5b4c6f63616c697a656446696c654e616d65735d0d0a62696f6368656d5f6d65642d32332d322d3134332d332e7064663d40
File065,TXT_ASCII,E:\Users\dchoi\Documents\File\File065,495343204c6963656e73650d0a0d0a436f7079726967687420286329205b796561725d205b66756c6c6e616d655d0d0a0d0a
File086,TXT_ASCII,E:\Users\dchoi\Documents\File\File086,425344205a65726f20436c61757365204c6963656e73650d0a0d0a436f7079726967687420286329205b796561725d205b66
File091,TXT_ASCII,E:\Users\dchoi\Documents\File\File091,202020202020202020202020444f205748415420544845204655434b20594f552057414e5420544f205055424c4943204c49
File099,TXT_ASCII,E:\Users\dchoi\Documents\File\File099,0a22312e20496e7374616c6c20616e6420636f6e66696775726520746865206e656365737361727920646570656e64656e63
File110,TXT_ASCII,E:\Users\dchoi\Documents\File\File110,4d6963726f736f6674205075626c6963204c6963656e736520284d732d504c290d0a0d0a54686973206c6963656e73652067
File137,TXT_ASCII,E:\Users\dchoi\Documents\File\File137,426f6f737420536f667477617265204c6963656e7365202d2056657273696f6e20312e30202d204175677573742031377468
File167,TXT_ASCII,E:\Users\dchoi\Documents\File\File167,54686973206973206672656520616e6420756e656e63756d626572656420736f6674776172652072656c656173656420696e
File168,TXT_ASCII,E:\Users\dchoi\Documents\File\File168,20202020202020202020202020202020202020474e55204c45535345522047454e4552414c205055424c4943204c4943454e
File172,TXT_ASCII,E:\Users\dchoi\Documents\File\File172,4d6f7a696c6c61205075626c6963204c6963656e73652056657273696f6e20322e300d0a3d3d3d3d3d3d3d3d3d3d3d3d3d3d
File179,TXT_ASCII,E:\Users\dchoi\Documents\File\File179,090920202020202020546865204172746973746963204c6963656e736520322e300d0a0d0a0920202020436f707972696768
File020,TXT_UTF16,E:\Users\dchoi\Documents\File\File020,4100740074007200690062007500740069006f006e00200034002e003000200049006e007400650072006e00610074006900
File058,TXT_UTF16,E:\Users\dchoi\Documents\File\File058,2000200020002000200020002000200020002000200020002000200020002000200020002000200020002000200020002000
File106,TXT_UTF16,E:\Users\dchoi\Documents\File\File106,450063006c00690070007300650020005000750062006c006900630020004c006900630065006e007300650020002d002000
File154,TXT_UTF16,E:\Users\dchoi\Documents\File\File154,45006400750063006100740069006f006e0061006c00200043006f006d006d0075006e0069007400790020004c0069006300
File186,TXT_UTF16,E:\Users\dchoi\Documents\File\File186,4d004900540020004c006900630065006e00730065000d000a000d000a0043006f0070007900720069006700680074002000
File192,TXT_UTF16,E:\Users\dchoi\Documents\File\File192,90000300000004000000ffff0000b80000000000000040000000000000000000000000000000000000000000000000000000
File202,TXT_UTF16,E:\Users\dchoi\Documents\File\File202,42000200000020000000ffff05000001000000000000400000000100fb716a72000000000000000000000000000000000000
File038,ISO,E:\Users\dchoi\Documents\File\File038,43443030312e360a25f6e4fcdf0a312030206f626a0a3c3c0a2f4d657461646174612032203020520a2f4c616e672028656e
File097,Unknown,E:\Users\dchoi\Documents\File\File097,ffd9ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f
File136,Unknown,E:\Users\dchoi\Documents\File\File136,0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd5bb32449921e887daa66ee1e71
File157,Unknown,E:\Users\dchoi\Documents\File\File157,41636164656d69632046726565204c6963656e736520282241464c222920762e20332e300d0a0d0a54686973204163616465
File188,Unknown,E:\Users\dchoi\Documents\File\File188,4f70656e20536f667477617265204c6963656e73652028224f534c222920762e20332e300d0a0d0a54686973204f70656e20
File217,Unknown,E:\Users\dchoi\Documents\File\File217,202020202020202020202020202020202020202020204555524f5045414e20554e494f4e205055424c4943204c4943454e43
